Feature	ALog2TPM+1	BLog2TPM+1
SBK1	0.180572246	0.201633861
LOC101929650	0.180572246	0.201633861
LOC107985320	0.180572246	0.201633861
LOC102724734	0.180572246	0.201633861
SLC13A3	0.180572246	0.201633861
LOC107985675	0.180572246	0.201633861
SCML2	0.180572246	0.201633861
LOC107985728	0.137503524	0.201633861
GRHL3	0.137503524	0.201633861
ALDH8A1	0.137503524	0.201633861
LOC102724708	0.137503524	0.201633861
LOC105376080	0.137503524	0.201633861
GAS1RR	0.137503524	0.201633861
LOC105370681	0.137503524	0.201633861
TEPP	0.137503524	0.201633861
LOC105371479	0.137503524	0.201633861
LOC100130417	0.137503524	0.201633861
LOC107986252	0.137503524	0.201633861
CLDN24	0.137503524	0.201633861
LOC101060341	0.137503524	0.201633861
LOC102724030	0.137503524	0.201633861
LOC283575	0.137503524	0.201633861
LOC642696	0.137503524	0.201633861
SPAG17	0.093109404	0.201633861
LOC105371651	0.093109404	0.201633861
LOC100130331	0.093109404	0.201633861
BCL11A	0.093109404	0.201633861
LOC101928529	0.093109404	0.201633861
LOC101927237	0.093109404	0.201633861
KCNQ5	0.093109404	0.201633861
SLC22A16	0.093109404	0.201633861
ZC2HC1B	0.093109404	0.201633861
DKFZp451B082	0.093109404	0.201633861
LOC100505502	0.093109404	0.201633861
LOC107984159	0.093109404	0.201633861
LDHAL6A	0.093109404	0.201633861
LOC105376621	0.093109404	0.201633861
PANX3	0.093109404	0.201633861
DDN	0.093109404	0.201633861
LOC105370625	0.093109404	0.201633861
LOC105370690	0.093109404	0.201633861
DGCR10	0.093109404	0.201633861
LOC105374317	0.047305715	0.201633861
C3orf22	0.047305715	0.201633861
LOC102723415	0.047305715	0.201633861
LOC105377468	0.047305715	0.201633861
LOC105377472	0.047305715	0.201633861
LOC100505658	0.047305715	0.201633861
BTN1A1	0.047305715	0.201633861
FBXO43	0.047305715	0.201633861
LOC107986980	0.047305715	0.201633861
LOC105369383	0.047305715	0.201633861
LOC105369942	0.047305715	0.201633861
LINC00923	0.047305715	0.201633861
ADAMTS17	0.047305715	0.201633861
EFCAB5	0.047305715	0.201633861
ZNF833P	0.047305715	0.201633861
NLRP11	0.047305715	0.201633861
LOC105372697	0.047305715	0.201633861
LOC107984343	5.844653463	0.180572246
GOLGA7B	5.594946589	0.180572246
LOC107984475	5.455053178	0.180572246
NPTX2	4.540192631	0.180572246
PLA2G2D	3.847996907	0.180572246
SAMSN1-AS1	2.900464326	0.180572246
LOC105377313	2.647698256	0.180572246
TF	2.640003864	0.180572246
MSC-AS1	2.624490865	0.180572246
ADAMTS1	2.493988841	0.180572246
NEURL3	2.424026283	0.180572246
LOC102724168	2.36923381	0.180572246
TCHH	2.359895945	0.180572246
C1QL1	2.292781749	0.180572246
CARMIL3	1.938599455	0.180572246
SPINK1	1.736965594	0.180572246
CTRB1	1.678071905	0.180572246
LAMB1	1.632268215	0.180572246
CDH13	1.632268215	0.180572246
ULBP3	1.600904045	0.180572246
LYPD5	1.584962501	0.180572246
EFNA1	1.502500341	0.180572246
NID2	1.468148836	0.180572246
HSPB6	1.432959407	0.180572246
LOC101929371	1.359895945	0.180572246
MIR5188	1.321928095	0.180572246
LOC102723733	1.242856524	0.180572246
LOC105374997	1.201633861	0.180572246
LOC101927098	1.180572246	0.180572246
ZNF391	1.093109404	0.180572246
GPR171	1.070389328	0.180572246
SLC6A9	1.047305715	0.180572246
LOC105379349	1.023846742	0.180572246
LOC105376219	0.9510904	0.180572246
CDK20	0.925999419	0.180572246
VSNL1	0.900464326	0.180572246
LOC105375615	0.900464326	0.180572246
LOC107986248	0.874469118	0.180572246
FUT1	0.874469118	0.180572246
LINC01376	0.847996907	0.180572246
LOC102723716	0.821029859	0.180572246
DCDC5	0.793549123	0.180572246
SULT2B1	0.793549123	0.180572246
ITK	0.765534746	0.180572246
FAM66D	0.765534746	0.180572246
LOC107984843	0.765534746	0.180572246
FAM95B1	0.736965594	0.180572246
PTCH1	0.707819249	0.180572246
OVCH1-AS1	0.707819249	0.180572246
LOC100130075	0.707819249	0.180572246
MAMLD1	0.707819249	0.180572246
DNM3	0.678071905	0.180572246
LOC107984114	0.678071905	0.180572246
PDE2A	0.647698256	0.180572246
LOC107985137	0.647698256	0.180572246
LOC388780	0.647698256	0.180572246
LOC107985258	0.584962501	0.180572246
COL4A1	0.584962501	0.180572246
RBPMS2	0.584962501	0.180572246
CES3	0.584962501	0.180572246
KCNH4	0.584962501	0.180572246
UCN2	0.552541023	0.180572246
LINC01301	0.552541023	0.180572246
LINC01474	0.519374159	0.180572246
GLIPR1L1	0.519374159	0.180572246
CCDC40	0.519374159	0.180572246
LINC00543	0.485426827	0.180572246
ELOVL4	0.485426827	0.180572246
AKR1C2	0.485426827	0.180572246
FRMD6	0.485426827	0.180572246
LOC102724624	0.485426827	0.180572246
CACNA1G-AS1	0.485426827	0.180572246
LOC105372997	0.485426827	0.180572246
LOC101927440	0.450661409	0.180572246
RRH	0.450661409	0.180572246
PCDHB15	0.450661409	0.180572246
CCDC102B	0.450661409	0.180572246
CACNA1F	0.450661409	0.180572246
LOC105378628	0.415037499	0.180572246
LOC102724548	0.415037499	0.180572246
OXTR	0.415037499	0.180572246
PHLDB1	0.415037499	0.180572246
NFIX	0.415037499	0.180572246
NLGN4Y	0.415037499	0.180572246
SLC16A4	0.378511623	0.180572246
RUVBL1-AS1	0.378511623	0.180572246
LOC107986516	0.378511623	0.180572246
MIR181A2	0.378511623	0.180572246
LOC107984424	0.378511623	0.180572246
DDX25	0.378511623	0.180572246
FAM161A	0.341036918	0.180572246
LOC107986249	0.341036918	0.180572246
LOC107986230	0.341036918	0.180572246
AK9	0.341036918	0.180572246
LOC105378287	0.341036918	0.180572246
TMTC1	0.341036918	0.180572246
LOC105372496	0.341036918	0.180572246
LOC727993	0.341036918	0.180572246
MIR548J	0.341036918	0.180572246
ALS2CR12	0.30256277	0.180572246
LRP2BP	0.30256277	0.180572246
LOC107986401	0.30256277	0.180572246
ACOD1	0.30256277	0.180572246
LOC107985103	0.30256277	0.180572246
LOC105377056	0.30256277	0.180572246
DOCK4-AS1	0.30256277	0.180572246
LINC00861	0.30256277	0.180572246
LOC105376430	0.30256277	0.180572246
LOC107984299	0.30256277	0.180572246
TTTY10	0.30256277	0.180572246
LOC105373132	0.263034406	0.180572246
LOC107986023	0.263034406	0.180572246
LOC101929741	0.263034406	0.180572246
LOC105374638	0.263034406	0.180572246
LOC107986529	0.263034406	0.180572246
FAM66A	0.263034406	0.180572246
LOC105371723	0.263034406	0.180572246
KLHL10	0.263034406	0.180572246
C22orf34	0.263034406	0.180572246
LOC101928070	0.263034406	0.180572246
LOC107986128	0.263034406	0.180572246
KDR	0.263034406	0.180572246
LOC107986360	0.263034406	0.180572246
SSMEM1	0.263034406	0.180572246
NAALAD2	0.263034406	0.180572246
LOC107984705	0.263034406	0.180572246
LOC105370461	0.263034406	0.180572246
HAVCR1P1	0.263034406	0.180572246
LOC102723814	0.263034406	0.180572246
LOC105371441	0.222392421	0.180572246
LOC105373977	0.222392421	0.180572246
CCDC13	0.222392421	0.180572246
UCP1	0.222392421	0.180572246
LOC105379005	0.222392421	0.180572246
PRR7	0.222392421	0.180572246
LOC105376463	0.222392421	0.180572246
LOC729047	0.222392421	0.180572246
INA	0.222392421	0.180572246
LOC105378568	0.222392421	0.180572246
LOC283387	0.222392421	0.180572246
FOXG1	0.222392421	0.180572246
LOC105370500	0.222392421	0.180572246
LOC105371021	0.222392421	0.180572246
LOC105371103	0.222392421	0.180572246
LOC107985033	0.222392421	0.180572246
PARD6G-AS1	0.222392421	0.180572246
SIM2	0.222392421	0.180572246
LOC107985193	0.180572246	0.180572246
FBLN7	0.180572246	0.180572246
LOC107985786	0.180572246	0.180572246
LOC107986079	0.180572246	0.180572246
BFSP2	0.180572246	0.180572246
LOC107986318	0.180572246	0.180572246
LOC107984032	0.180572246	0.180572246
LOC105378968	0.180572246	0.180572246
LOC105379042	0.180572246	0.180572246
LOC102723791	0.180572246	0.180572246
LOC102724322	0.180572246	0.180572246
INS-IGF2	0.180572246	0.180572246
CCDC62	0.180572246	0.180572246
CPB2	0.180572246	0.180572246
LOC107984740	0.180572246	0.180572246
LOC107985337	0.180572246	0.180572246
OR7D2	0.180572246	0.180572246
LOC105372420	0.180572246	0.180572246
LOC107985325	0.180572246	0.180572246
BFSP1	0.180572246	0.180572246
LOC107985397	0.180572246	0.180572246
KCNS1	0.180572246	0.180572246
LOC106780825	0.180572246	0.180572246
LINC00102	0.180572246	0.180572246
CLCNKB	0.137503524	0.180572246
ITGA10	0.137503524	0.180572246
LOC105371403	0.137503524	0.180572246
LOC105371637	0.137503524	0.180572246
LAD1	0.137503524	0.180572246
LOC105372888	0.137503524	0.180572246
GRHL1	0.137503524	0.180572246
CLHC1	0.137503524	0.180572246
ACMSD	0.137503524	0.180572246
CPS1	0.137503524	0.180572246
LOC107986067	0.137503524	0.180572246
ILDR1	0.137503524	0.180572246
LOC105374128	0.137503524	0.180572246
LOC102724808	0.137503524	0.180572246
LOC105375119	0.137503524	0.180572246
LOC107986743	0.137503524	0.180572246
LOC105375846	0.137503524	0.180572246
LOC107987081	0.137503524	0.180572246
KRT16P2	0.137503524	0.180572246
TGFBR3L	0.137503524	0.180572246
LOC93429	0.137503524	0.180572246
RAI1-AS1	0.137503524	0.180572246
LOC102724312	0.093109404	0.180572246
HNRNPCL3	0.093109404	0.180572246
LOC729930	0.093109404	0.180572246
INSRR	0.093109404	0.180572246
LOC100505774	0.093109404	0.180572246
DLX1	0.093109404	0.180572246
MOGAT1	0.093109404	0.180572246
ZCWPW2	0.093109404	0.180572246
LOC105374534	0.093109404	0.180572246
STPG2	0.093109404	0.180572246
NEUROG1	0.093109404	0.180572246
ARG1	0.093109404	0.180572246
OR2A4	0.093109404	0.180572246
LOC100506497	0.093109404	0.180572246
LOC107986788	0.093109404	0.180572246
LOC105375270	0.093109404	0.180572246
LOC100128325	0.093109404	0.180572246
LINC00589	0.093109404	0.180572246
LOC105375945	0.093109404	0.180572246
ESP33	0.093109404	0.180572246
IFIT1B	0.093109404	0.180572246
LOC107984317	0.093109404	0.180572246
LOC107987165	0.093109404	0.180572246
INHBC	0.093109404	0.180572246
LOC107984573	0.093109404	0.180572246
LOC105377805	0.093109404	0.180572246
LOC105370641	0.093109404	0.180572246
LOC105369201	0.093109404	0.180572246
LOC101927227	0.093109404	0.180572246
LOC107985027	0.093109404	0.180572246
LOC102723722	0.093109404	0.180572246
LOC107985689	0.093109404	0.180572246
MAGEA8-AS1	0.093109404	0.180572246
GPR88	0.047305715	0.180572246
BMP10	0.047305715	0.180572246
LOC101926969	0.047305715	0.180572246
LOC101928185	0.047305715	0.180572246
LOC105373730	0.047305715	0.180572246
ZDHHC23	0.047305715	0.180572246
MED12L	0.047305715	0.180572246
LOC105374339	0.047305715	0.180572246
LOC105374476	0.047305715	0.180572246
LINC01258	0.047305715	0.180572246
MEPE	0.047305715	0.180572246
LOC105379020	0.047305715	0.180572246
LOC105374931	0.047305715	0.180572246
MYH16	0.047305715	0.180572246
EPO	0.047305715	0.180572246
PNOC	0.047305715	0.180572246
LOC105370726	0.047305715	0.180572246
BCL2L10	0.047305715	0.180572246
KBTBD13	0.047305715	0.180572246
DRAIC	0.047305715	0.180572246
CPLX3	0.047305715	0.180572246
RNF151	0.047305715	0.180572246
LOC105371099	0.047305715	0.180572246
KRT15	0.047305715	0.180572246
SELV	0.047305715	0.180572246
LOC107985410	0.047305715	0.180572246
LOC107987291	0.047305715	0.180572246
CCDC116	0.047305715	0.180572246
PGM5	4.076102979	0.159198595
C1orf226	3.837943242	0.159198595
PI16	3.568842835	0.159198595
MIOX	2.981852653	0.159198595
PNMA2	2.779609932	0.159198595
MIR100HG	2.722466024	0.159198595
ULBP2	2.662965013	0.159198595
LOX	2.61667136	0.159198595
DIP2C	2.459431619	0.159198595
CD248	2.459431619	0.159198595
IGFBP5	2.273018494	0.159198595
CTRB2	2.023846742	0.159198595
LOC100240735	1.913288367	0.159198595
SYPL2	1.765534746	0.159198595
FHL1	1.707819249	0.159198595
MIR6828	1.678071905	0.159198595
MMP3	1.662965013	0.159198595
SEMA3B	1.502500341	0.159198595
OLFML1	1.502500341	0.159198595
PRSS23	1.485426827	0.159198595
RAPGEF3	1.450661409	0.159198595
WSCD1	1.341036918	0.159198595
LOC107984919	1.341036918	0.159198595
FBXO40	1.341036918	0.159198595
FAM134B	1.263034406	0.159198595
FAM106A	1.222392421	0.159198595
SERP2	1.180572246	0.159198595
LOC107986107	1.159198595	0.159198595
ZNF208	1.115477217	0.159198595
LOC107984471	1.023846742	0.159198595
MIR3714	0.975752454	0.159198595
IL15RA	0.9510904	0.159198595
LOC101928146	0.925999419	0.159198595
MIR181B1	0.900464326	0.159198595
LOC105375497	0.900464326	0.159198595
DNAJC6	0.874469118	0.159198595
INHBE	0.874469118	0.159198595
LOC105376131	0.847996907	0.159198595
MIR365B	0.821029859	0.159198595
CSDC2	0.821029859	0.159198595
ESRRB	0.793549123	0.159198595
SAMD14	0.793549123	0.159198595
SLC37A3	0.765534746	0.159198595
WNT1	0.765534746	0.159198595
GSTO2	0.736965594	0.159198595
LOC105369318	0.736965594	0.159198595
SLC10A6	0.707819249	0.159198595
LOC107986724	0.707819249	0.159198595
C1orf228	0.678071905	0.159198595
LOC102723817	0.678071905	0.159198595
LOC101926934	0.678071905	0.159198595
GRTP1	0.678071905	0.159198595
FAM215A	0.678071905	0.159198595
FAM19A3	0.647698256	0.159198595
PRSS35	0.647698256	0.159198595
SDPR	0.647698256	0.159198595
LOC107987042	0.647698256	0.159198595
LOC107985145	0.647698256	0.159198595
LOC105374127	0.61667136	0.159198595
LOC107984277	0.584962501	0.159198595
LOC107985724	0.552541023	0.159198595
LINC00211	0.552541023	0.159198595
ANO9	0.552541023	0.159198595
LOC101448202	0.552541023	0.159198595
LINC01106	0.519374159	0.159198595
LOC105374536	0.519374159	0.159198595
LOC101409256	0.519374159	0.159198595
TTC26	0.519374159	0.159198595
LOC105370404	0.519374159	0.159198595
MIR3196	0.519374159	0.159198595
TPRG1	0.519374159	0.159198595
44079	0.519374159	0.159198595
SLC30A2	0.485426827	0.159198595
LOC101928592	0.485426827	0.159198595
LOC107987171	0.485426827	0.159198595
RAB17	0.485426827	0.159198595
LOC105377975	0.485426827	0.159198595
CHN1	0.450661409	0.159198595
LOC105375903	0.450661409	0.159198595
LOC107984439	0.450661409	0.159198595
LAMA5	0.450661409	0.159198595
PLEKHG1	0.450661409	0.159198595
DLG5	0.450661409	0.159198595
LOC105379251	0.415037499	0.159198595
USP54	0.415037499	0.159198595
LOC107985425	0.415037499	0.159198595
GRAP2	0.415037499	0.159198595
A4GALT	0.415037499	0.159198595
LOC105377358	0.378511623	0.159198595
SPATA6	0.378511623	0.159198595
FLJ33360	0.378511623	0.159198595
LOC105376243	0.378511623	0.159198595
LOC102724350	0.378511623	0.159198595
LOC107984508	0.378511623	0.159198595
TEX21P	0.378511623	0.159198595
LOC105370878	0.378511623	0.159198595
LOC105371083	0.378511623	0.159198595
LOC400627	0.378511623	0.159198595
LOC105373133	0.378511623	0.159198595
NOX1	0.378511623	0.159198595
ZAP70	0.341036918	0.159198595
LOC105376958	0.341036918	0.159198595
LOC105374019	0.341036918	0.159198595
LOC105374021	0.341036918	0.159198595
PCDHB14	0.341036918	0.159198595
CYP3A5	0.341036918	0.159198595
LOC114224	0.341036918	0.159198595
RNASE7	0.341036918	0.159198595
LOC105371126	0.341036918	0.159198595
LOC79999	0.341036918	0.159198595
SMIM17	0.341036918	0.159198595
MADCAM1	0.30256277	0.159198595
LOC102723591	0.30256277	0.159198595
LOC105378766	0.30256277	0.159198595
LOC105373262	0.30256277	0.159198595
LYG2	0.30256277	0.159198595
LOC105376982	0.30256277	0.159198595
CKMT2	0.30256277	0.159198595
LOC105375287	0.30256277	0.159198595
SVIL	0.30256277	0.159198595
PDE6C	0.30256277	0.159198595
LINC01537	0.30256277	0.159198595
DNAJB13	0.30256277	0.159198595
CCDC81	0.30256277	0.159198595
RPSAP52	0.30256277	0.159198595
SLC10A1	0.30256277	0.159198595
LOC107984652	0.30256277	0.159198595
RGMA	0.30256277	0.159198595
PROK1	0.263034406	0.159198595
LOC105373951	0.263034406	0.159198595
FAM86B2	0.263034406	0.159198595
C9orf3	0.263034406	0.159198595
ZNF33BP1	0.263034406	0.159198595
LOC105371910	0.263034406	0.159198595
ANKRD24	0.263034406	0.159198595
PLA2G2C	0.263034406	0.159198595
LOC101927949	0.263034406	0.159198595
LOC105374328	0.263034406	0.159198595
FOXD4L1	0.263034406	0.159198595
LOC107986134	0.263034406	0.159198595
ATP1A2	0.222392421	0.159198595
LEFTY1	0.222392421	0.159198595
LOC105373449	0.222392421	0.159198595
LOC105377585	0.222392421	0.159198595
LOC105379752	0.222392421	0.159198595
LOC105376146	0.222392421	0.159198595
FAM25C	0.222392421	0.159198595
ASAH2	0.222392421	0.159198595
MINOS1P1	0.222392421	0.159198595
RNASE13	0.222392421	0.159198595
RPGRIP1L	0.222392421	0.159198595
CARMIL2	0.222392421	0.159198595
LOC440461	0.222392421	0.159198595
LOC105372217	0.222392421	0.159198595
LOC107985565	0.222392421	0.159198595
CCDC30	0.180572246	0.159198595
PIFO	0.180572246	0.159198595
LOC105373271	0.180572246	0.159198595
RNF144A-AS1	0.180572246	0.159198595
TTN	0.180572246	0.159198595
LOC105377372	0.180572246	0.159198595
GPLD1	0.180572246	0.159198595
ZSCAN31	0.180572246	0.159198595
LOC105375059	0.180572246	0.159198595
BRD7P3	0.180572246	0.159198595
COPG2IT1	0.180572246	0.159198595
LOC105375683	0.180572246	0.159198595
PPIAP30	0.180572246	0.159198595
LOC101929846	0.180572246	0.159198595
LOC107984325	0.180572246	0.159198595
LOC105370322	0.180572246	0.159198595
EDDM3A	0.180572246	0.159198595
IGFALS	0.180572246	0.159198595
LOC105371419	0.180572246	0.159198595
LOC100505909	0.180572246	0.159198595
LOC105372211	0.180572246	0.159198595
DSCAM	0.180572246	0.159198595
DNMT3L	0.180572246	0.159198595
LOC105372998	0.180572246	0.159198595
LOC107985538	0.180572246	0.159198595
CACHD1	0.137503524	0.159198595
TRIM17	0.137503524	0.159198595
LOC105374320	0.137503524	0.159198595
ANKRD53	0.137503524	0.159198595
OR7E91P	0.137503524	0.159198595
LINC01114	0.137503524	0.159198595
ANKAR	0.137503524	0.159198595
NR1I2	0.137503524	0.159198595
LOC105374304	0.137503524	0.159198595
ZNF732	0.137503524	0.159198595
NSG1	0.137503524	0.159198595
LOC105377294	0.137503524	0.159198595
LOC105379013	0.137503524	0.159198595
GABBR1	0.137503524	0.159198595
LOC102723409	0.137503524	0.159198595
LOC105375172	0.137503524	0.159198595
LOC105375210	0.137503524	0.159198595
KIF27	0.137503524	0.159198595
SLC2A14	0.137503524	0.159198595
LOC105369776	0.137503524	0.159198595
LINC00540	0.137503524	0.159198595
LOC105370198	0.137503524	0.159198595
AMN	0.137503524	0.159198595
FGF7	0.137503524	0.159198595
LMAN1L	0.137503524	0.159198595
LOC105370923	0.137503524	0.159198595
LOC101929480	0.137503524	0.159198595
NKD1	0.137503524	0.159198595
LOC101060542	0.137503524	0.159198595
CRLF1	0.137503524	0.159198595
EXOC3L2	0.137503524	0.159198595
LOC105372431	0.137503524	0.159198595
ZNF534	0.137503524	0.159198595
LOC730668	0.137503524	0.159198595
SLC25A53	0.137503524	0.159198595
LOC105372879	0.137503524	0.159198595
LOC105377527	0.137503524	0.159198595
LOC105369762	0.137503524	0.159198595
LOC105369864	0.137503524	0.159198595
LOC105372390	0.137503524	0.159198595
MTRNR2L3	0.137503524	0.159198595
PLCH2	0.093109404	0.159198595
LOC105378944	0.093109404	0.159198595
LOC440700	0.093109404	0.159198595
LOC107986012	0.093109404	0.159198595
CSPG5	0.093109404	0.159198595
EFCAB12	0.093109404	0.159198595
LOC105374419	0.093109404	0.159198595
LOC105377733	0.093109404	0.159198595
TCTE1	0.093109404	0.159198595
LOC105378088	0.093109404	0.159198595
LOC105375352	0.093109404	0.159198595
LOC107986935	0.093109404	0.159198595
LOC105379378	0.093109404	0.159198595
LOC105375873	0.093109404	0.159198595
SLC26A7	0.093109404	0.159198595
LOC105376272	0.093109404	0.159198595
OR13A1	0.093109404	0.159198595
LOC107984254	0.093109404	0.159198595
FAM53B-AS1	0.093109404	0.159198595
LOC105369625	0.093109404	0.159198595
LOC107161159	0.093109404	0.159198595
LOC105370194	0.093109404	0.159198595
LOC105371271	0.093109404	0.159198595
LINC00683	0.093109404	0.159198595
CST4	0.093109404	0.159198595
CHODL	0.093109404	0.159198595
KRTAP7-1	0.093109404	0.159198595
RUNX1-IT1	0.093109404	0.159198595
POM121L9P	0.093109404	0.159198595
TMEM31	0.093109404	0.159198595
LOC102723546	0.093109404	0.159198595
FAM110D	0.047305715	0.159198595
LOC105378715	0.047305715	0.159198595
CDCP2	0.047305715	0.159198595
LOC105371206	0.047305715	0.159198595
IHH	0.047305715	0.159198595
LOC105374483	0.047305715	0.159198595
LOC105374418	0.047305715	0.159198595
LNX1-AS2	0.047305715	0.159198595
EPHA5-AS1	0.047305715	0.159198595
LEF1	0.047305715	0.159198595
SPATA4	0.047305715	0.159198595
LOC100128966	0.047305715	0.159198595
OR2B6	0.047305715	0.159198595
LOC105377907	0.047305715	0.159198595
LOC105377923	0.047305715	0.159198595
LOC107986811	0.047305715	0.159198595
LOC105375920	0.047305715	0.159198595
LOC105375792	0.047305715	0.159198595
GRK5-IT1	0.047305715	0.159198595
LINC00601	0.047305715	0.159198595
H19	0.047305715	0.159198595
DCDC1	0.047305715	0.159198595
LOC105369362	0.047305715	0.159198595
TYR	0.047305715	0.159198595
LOC101929653	0.047305715	0.159198595
LOC105369655	0.047305715	0.159198595
LOC105378247	0.047305715	0.159198595
LOC107984468	0.047305715	0.159198595
SACS-AS1	0.047305715	0.159198595
LOC101927385	0.047305715	0.159198595
LOC107984635	0.047305715	0.159198595
KIF26A	0.047305715	0.159198595
PLIN1	0.047305715	0.159198595
LOC107985083	0.047305715	0.159198595
AOC3	0.047305715	0.159198595
SLC8A2	0.047305715	0.159198595
LOC105372706	0.047305715	0.159198595
LOC105372775	0.047305715	0.159198595
LINC00114	0.047305715	0.159198595
RASD2	0.047305715	0.159198595
VCX3A	0.047305715	0.159198595
HSD11B1	4.199017913	0.137503524
AMZ1	3.837943242	0.137503524
ARC	3.600904045	0.137503524
INHBA	3.191141487	0.137503524
SLAMF9	2.800468536	0.137503524
LOC728084	2.800468536	0.137503524
VCAM1	2.736965594	0.137503524
LINC01050	2.493988841	0.137503524
FMOD	2.14839184	0.137503524
LOC105372840	2.070389328	0.137503524
AEBP1	2.047305715	0.137503524
MLPH	1.987927168	0.137503524
DGKG	1.963474124	0.137503524
S1PR3	1.900464326	0.137503524
GPER1	1.887525271	0.137503524
LOC102724290	1.600904045	0.137503524
GPR173	1.584962501	0.137503524
LOC107986973	1.450661409	0.137503524
AK8	1.450661409	0.137503524
ADAMTS4	1.432959407	0.137503524
LOC105371328	1.432959407	0.137503524
LOC107984456	1.396890153	0.137503524
LOC105373957	1.359895945	0.137503524
PPP1R14A	1.159198595	0.137503524
LOC101929441	1.093109404	0.137503524
APBA2	1.093109404	0.137503524
PTPRB	1.070389328	0.137503524
LOC400958	1.047305715	0.137503524
MYEF2	1	0.137503524
CTSG	0.9510904	0.137503524
SH2D1A	0.9510904	0.137503524
LOC105369848	0.9510904	0.137503524
MIR29A	0.925999419	0.137503524
DIXDC1	0.925999419	0.137503524
KCNJ9	0.900464326	0.137503524
LOC105374693	0.900464326	0.137503524
LOC105375427	0.900464326	0.137503524
EIF1AX-AS1	0.900464326	0.137503524
LOC151121	0.874469118	0.137503524
LOC399815	0.874469118	0.137503524
CA5A	0.847996907	0.137503524
COL5A1	0.821029859	0.137503524
LOC105374745	0.793549123	0.137503524
RNA5S9	0.765534746	0.137503524
IL12A	0.736965594	0.137503524
MICU3	0.736965594	0.137503524
KCTD14	0.707819249	0.137503524
LOC101929372	0.707819249	0.137503524
LOC729970	0.707819249	0.137503524
SCARNA18B	0.707819249	0.137503524
LOC105373652	0.678071905	0.137503524
SGMS2	0.647698256	0.137503524
LOC107987323	0.647698256	0.137503524
LINC01614	0.647698256	0.137503524
DNAJB5-AS1	0.647698256	0.137503524
LOC105370623	0.647698256	0.137503524
CST2	0.647698256	0.137503524
LOC105373148	0.647698256	0.137503524
H2BFXP	0.647698256	0.137503524
LOC107985250	0.61667136	0.137503524
LOC105379092	0.61667136	0.137503524
C5orf17	0.584962501	0.137503524
TMEM136	0.584962501	0.137503524
CDIPT-AS1	0.552541023	0.137503524
LOC102723552	0.552541023	0.137503524
LOC105375545	0.519374159	0.137503524
LOC105369512	0.519374159	0.137503524
BICDL1	0.519374159	0.137503524
ZNF492	0.519374159	0.137503524
LOC105374602	0.519374159	0.137503524
RGS9	0.519374159	0.137503524
LOC105373762	0.485426827	0.137503524
LOC105377031	0.485426827	0.137503524
LOC105372768	0.485426827	0.137503524
LINC01461	0.485426827	0.137503524
LOC107985220	0.485426827	0.137503524
DDR2	0.485426827	0.137503524
LINC00299	0.450661409	0.137503524
LPP-AS1	0.450661409	0.137503524
LOC107986170	0.450661409	0.137503524
LOC401191	0.450661409	0.137503524
LRRTM2	0.450661409	0.137503524
CDX1	0.450661409	0.137503524
LOC101929692	0.450661409	0.137503524
BAALC-AS1	0.450661409	0.137503524
DUOX1	0.450661409	0.137503524
LOC105371533	0.450661409	0.137503524
LOC105379504	0.450661409	0.137503524
CACNA1D	0.450661409	0.137503524
CCNB3	0.450661409	0.137503524
AZIN2	0.415037499	0.137503524
ACTG2	0.415037499	0.137503524
MFAP3L	0.415037499	0.137503524
LOC107986447	0.415037499	0.137503524
PCDHB4	0.415037499	0.137503524
SH3BGRL2	0.415037499	0.137503524
LOC105378085	0.415037499	0.137503524
OLFML2A	0.415037499	0.137503524
NANOS3	0.415037499	0.137503524
LOC107984578	0.378511623	0.137503524
LOC107986113	0.378511623	0.137503524
CLDN18	0.378511623	0.137503524
LOC101928279	0.378511623	0.137503524
LOC100129316	0.378511623	0.137503524
LOC105376484	0.378511623	0.137503524
MYRF	0.378511623	0.137503524
MIR5572	0.378511623	0.137503524
LOC107985007	0.378511623	0.137503524
LOC105371939	0.378511623	0.137503524
HPN	0.378511623	0.137503524
LOC107985208	0.341036918	0.137503524
CPO	0.341036918	0.137503524
SLC10A4	0.341036918	0.137503524
SH3D19	0.341036918	0.137503524
PLAC8L1	0.341036918	0.137503524
FAM183BP	0.341036918	0.137503524
FLJ43315	0.341036918	0.137503524
LIPM	0.341036918	0.137503524
LOC101927188	0.341036918	0.137503524
SPEF1	0.341036918	0.137503524
INPP5J	0.341036918	0.137503524
LOC105373042	0.341036918	0.137503524
CUX2	0.30256277	0.137503524
CD8B	0.30256277	0.137503524
EOMES	0.30256277	0.137503524
OR5K2	0.30256277	0.137503524
DOK7	0.30256277	0.137503524
LOC105377404	0.30256277	0.137503524
LOC102724511	0.30256277	0.137503524
LINC01006	0.30256277	0.137503524
LIPJ	0.30256277	0.137503524
LOC107984345	0.30256277	0.137503524
LOC102723548	0.30256277	0.137503524
HBQ1	0.30256277	0.137503524
TLE2	0.30256277	0.137503524
MIR1289-1	0.30256277	0.137503524
NLGN4Y-AS1	0.30256277	0.137503524
PTPRU	0.263034406	0.137503524
LINC01033	0.263034406	0.137503524
PCDHB10	0.263034406	0.137503524
LETM2	0.263034406	0.137503524
CNTFR	0.263034406	0.137503524
ABCA17P	0.263034406	0.137503524
LOC105371132	0.263034406	0.137503524
LOC105377139	0.263034406	0.137503524
LOC107985205	0.263034406	0.137503524
LOC101928222	0.263034406	0.137503524
