Feature	Log2FC	-logFDR
ELF3	-0.59	0.431798275933005
DIP2C	-0.59	0.387216143280264
CYB5R4	-0.59	2.82390874094432
CRIPAK	-0.59	0.795880017344075
CFL2	-0.59	3.36653154442041
CEP44	-0.59	1.21467016498923
CEBPA-AS1	-0.59	1.0087739243075
CDK19	-0.59	2.60205999132796
CCNT1	-0.59	4.21467016498923
CCDC6	-0.59	1.31875876262441
CCDC146	-0.59	0.795880017344075
CATSPER2	-0.59	0.537602002101044
CARD9	-0.59	1.06048074738138
C1orf228	-0.59	0.387216143280264
ANKEF1	-0.59	1.27572413039921
ABCD3	-0.59	5.25963731050576
ZNF708	-0.60	3.74472749489669
ZNF519	-0.60	1.27572413039921
ZNF418	-0.60	1.15490195998574
ZFYVE9	-0.60	2.50863830616573
USP3	-0.60	3.29242982390206
TMTC3	-0.60	1.82390874094432
TAL1	-0.60	10.6777807052661
SWAP70	-0.60	1.55284196865778
SPDYE2B	-0.60	1.32790214206428
SNORD124	-0.60	0.408935392973501
SNORA40	-0.60	0.769551078621726
SLC35F5	-0.60	3.09151498112135
SCRT2	-0.60	0.408935392973501
RPL23AP64	-0.60	0.823908740944319
RHEBL1	-0.60	0.958607314841775
RARG	-0.60	1.48148606012211
RAD17	-0.60	6.95860731484177
RAB6C	-0.60	0.619788758288394
PPM1D	-0.60	3.79588001734407
POLK	-0.60	4.4089353929735
POC1B	-0.60	6.46852108295774
PLCL2	-0.60	3.95860731484177
PHACTR1	-0.60	0.744727494896694
PCDHAC1	-0.60	0.397940008672038
PANK1	-0.60	1.2518119729938
NEIL3	-0.60	1.22184874961636
NCOA7	-0.60	1.25963731050576
MYO18A	-0.60	2.33724216831843
MTA3	-0.60	2.07058107428571
MIR642B	-0.60	0.397940008672038
MIR4785	-0.60	0.408935392973501
MIR3124	-0.60	0.397940008672038
MED13	-0.60	4.29242982390206
MAP3K2	-0.60	4.20065945054642
MAP10	-0.60	0.958607314841775
LYSMD4	-0.60	6.27572413039921
LOC107987057	-0.60	0.744727494896694
LOC107984690	-0.60	0.431798275933005
LOC107984387	-0.60	0.537602002101044
LOC105377023	-0.60	1.79588001734408
LOC105372233	-0.60	3.39794000867204
LOC105371755	-0.60	0.443697499232713
LMBR1	-0.60	6.95860731484177
LIPJ	-0.60	0.408935392973501
LCORL	-0.60	4.17392519729917
KIAA1524	-0.60	3.42021640338319
KCNAB3	-0.60	0.494850021680094
KBTBD6	-0.60	3.76955107862173
ICE2	-0.60	3.00436480540245
HMGN1	-0.60	6.33724216831843
HLA-DQB2	-0.60	0.522878745280338
GLO1	-0.60	7.06550154875643
GEM	-0.60	0
GABRE	-0.60	0.619788758288394
FSBP	-0.60	0.585026652029182
FBXO11	-0.60	2.0268721464003
FAM201B	-0.60	0.397940008672038
FAM13B	-0.60	9.44369749923271
F13A1	-0.60	0.568636235841013
CRLF3	-0.60	2.1249387366083
CREBL2	-0.60	1.49485002168009
COX11	-0.60	4.69897000433602
CEP170B	-0.60	4.53760200210104
CELSR2	-0.60	1.26760624017703
CCNI	-0.60	6.36653154442041
CACHD1	-0.60	0.397940008672038
C11orf80	-0.60	0.958607314841775
BTBD8	-0.60	0.481486060122113
BOC	-0.60	0.408935392973501
BBX	-0.60	4.07572071393812
ATP8B2	-0.60	1.4089353929735
ATP6AP1L	-0.60	0.494850021680094
ARMC2	-0.60	1.88605664769316
ANKRD53	-0.60	0.408935392973501
ADAM8	-0.60	0.744727494896694
ZNF724P	-0.61	0.508638306165727
ZNF695	-0.61	0.408935392973501
ZNF525	-0.61	1.95860731484177
ZNF429	-0.61	0.552841968657781
ZNF423	-0.61	0.408935392973501
ZBTB42	-0.61	0.795880017344075
UBL3	-0.61	3.39794000867204
TNFRSF10A	-0.61	0.677780705266081
TMEM19	-0.61	2.92081875395237
TMEM170A	-0.61	3.0087739243075
SPDYE5	-0.61	0.638272163982407
SNORD62B	-0.61	0.468521082957745
SNORD14C	-0.61	0.494850021680094
SNORD116-24	-0.61	0.443697499232713
SMAP1	-0.61	5.32790214206428
SKP1P2	-0.61	1.30980391997149
SEPT2	-0.61	8.00436480540245
SEC62	-0.61	3.88605664769316
RUNX2	-0.61	4.17392519729917
RAD21	-0.61	6.4089353929735
PTMS	-0.61	5.2518119729938
PPFIBP1	-0.61	0.886056647693163
PDP1	-0.61	8.1249387366083
PDIK1L	-0.61	2.88605664769316
PCDHAC2	-0.61	0.408935392973501
OTUD1	-0.61	0.823908740944319
NRAS	-0.61	3.20760831050175
NKAIN4	-0.61	0
NECAB1	-0.61	0.443697499232713
NBR2	-0.61	0.508638306165727
MIR6502	-0.61	1.29242982390206
MIR423	-0.61	0.408935392973501
MIR142	-0.61	0.721246399047171
MGC45922	-0.61	0
MDM2	-0.61	1.56863623584101
LSM14A	-0.61	4.92081875395237
LOC107987271	-0.61	0.602059991327962
LOC107986867	-0.61	0.508638306165727
LOC107986361	-0.61	0.468521082957745
LOC107985414	-0.61	0.42021640338319
LOC107984214	-0.61	0
LOC105378730	-0.61	0.42021640338319
LOC105376059	-0.61	2.11918640771921
LOC105374845	-0.61	1
LOC105372401	-0.61	4.30102999566398
LOC101929599	-0.61	0.508638306165727
LOC101929076	-0.61	0.443697499232713
LOC101928421	-0.61	0.455931955649724
LOC101928317	-0.61	0.431798275933005
LOC101928047	-0.61	1.60205999132796
LOC100506548	-0.61	2.65757731917779
LOC100505774	-0.61	0.853871964321762
LOC100268168	-0.61	1.10790539730952
LOC100132215	-0.61	1.17392519729917
LOC100129518	-0.61	0.494850021680094
LINC00607	-0.61	0.468521082957745
KCNRG	-0.61	0.823908740944319
ITM2B	-0.61	2.30102999566398
IRS1	-0.61	0.431798275933005
IL1RN	-0.61	0.552841968657781
HTR2C	-0.61	0.638272163982407
HNRNPCL1	-0.61	0.508638306165727
H2AFV	-0.61	6.20760831050175
GPR33	-0.61	0.42021640338319
GDAP2	-0.61	3.53760200210104
FBXO25	-0.61	9.08092190762392
EIF3L	-0.61	4.46852108295774
DPY19L4	-0.61	2.60205999132796
DNAJB9	-0.61	4.61978875828839
DDIAS	-0.61	1.11350927482752
DAPK2	-0.61	0.443697499232713
CHD1	-0.61	4.95860731484177
CCR10	-0.61	0.443697499232713
CAAP1	-0.61	2.85387196432176
BFSP2	-0.61	0.408935392973501
ARHGEF33	-0.61	0.468521082957745
ARHGAP21	-0.61	10.5086383061657
AP4M1	-0.61	1.24412514432751
ALX3	-0.61	0.920818753952375
ZRANB2	-0.62	6.50863830616573
ZNF763	-0.62	0.602059991327962
ZNF701	-0.62	1.32790214206428
ZNF578	-0.62	0.42021640338319
ZNF117	-0.62	2.00436480540245
ZMPSTE24	-0.62	11.6197887582884
ZFAND1	-0.62	4.88605664769316
VCL	-0.62	1.21467016498923
TAPT1	-0.62	4.53760200210104
STMN1	-0.62	3.29242982390206
ST13P4	-0.62	4.72124639904717
SREK1IP1	-0.62	5.46852108295774
SPTBN1	-0.62	2.88605664769316
SOS2	-0.62	3.42021640338319
SMIM22	-0.62	0.455931955649724
SLX4IP	-0.62	2.82390874094432
SLC15A2	-0.62	0.920818753952375
SGK1	-0.62	0.853871964321762
RFXAP	-0.62	2.76955107862173
PSAT1	-0.62	0.431798275933005
PPP1R21	-0.62	5.05551732784983
PLEKHF2	-0.62	8.69897000433602
PCDHA7	-0.62	0.42021640338319
OSMR	-0.62	1.18045606445813
NAP1L1	-0.62	2.72124639904717
MKRN7P	-0.62	0.431798275933005
MIS12	-0.62	5.34678748622466
MAPK15	-0.62	0.42021640338319
MAGOH2P	-0.62	0.481486060122113
LOC729683	-0.62	1.09151498112135
LOC389199	-0.62	0.537602002101044
LOC107986280	-0.62	1.08618614761628
LOC107986188	-0.62	0.431798275933005
LOC107984459	-0.62	0.585026652029182
LOC105378580	-0.62	0.795880017344075
LOC105378302	-0.62	0
LOC105375126	-0.62	0.42021640338319
LOC105374079	-0.62	0.508638306165727
LOC102724530	-0.62	0.42021640338319
LOC101928530	-0.62	0.42021640338319
LOC101927267	-0.62	0.886056647693163
LOC100506036	-0.62	0.657577319177794
LOC100499484	-0.62	0.481486060122113
LOC100289455	-0.62	0.42021640338319
LOC100289230	-0.62	0.568636235841013
LMCD1	-0.62	0.42021640338319
KLHL13	-0.62	0.42021640338319
GRK1	-0.62	0.431798275933005
GREM1	-0.62	0.42021640338319
GPR27	-0.62	0.42021640338319
GHET1	-0.62	0.494850021680094
FER	-0.62	4.88605664769316
FBXL16	-0.62	0.42021640338319
FAM71F2	-0.62	0.568636235841013
FAM65B	-0.62	0.42021640338319
EHD2	-0.62	0.455931955649724
EFCAB2	-0.62	0.638272163982407
DSG2	-0.62	0.455931955649724
CTBP2	-0.62	0.677780705266081
CCNT2	-0.62	2.74472749489669
CASD1	-0.62	3.39794000867204
CARNMT1	-0.62	0.853871964321762
ATM	-0.62	2.76955107862173
AQP11	-0.62	0.744727494896694
ANKRD26	-0.62	1.95860731484177
ACSF2	-0.62	0.853871964321762
ABTB1	-0.62	0.853871964321762
ABHD17C	-0.62	0.455931955649724
ZNF550	-0.63	2.79588001734407
VSIG8	-0.63	0.468521082957745
USP3-AS1	-0.63	2.39794000867204
TIAF1	-0.63	2.30980391997149
ST6GALNAC3	-0.63	0.481486060122113
SRD5A1	-0.63	2.88605664769316
SPINT2	-0.63	2.85387196432176
SNAP23	-0.63	5.69897000433602
SMPD3	-0.63	0.920818753952375
SLC24A4	-0.63	0.443697499232713
SGO1-AS1	-0.63	1.21467016498923
SCN2B	-0.63	0.431798275933005
RP2	-0.63	4.92081875395237
ROR2	-0.63	0.537602002101044
RAP1GAP2	-0.63	1.18708664335714
PROX2	-0.63	0.698970004336019
PRELID3B	-0.63	4.82390874094432
PELI1	-0.63	0.823908740944319
PCDHA5	-0.63	0.431798275933005
PCDHA11	-0.63	0.431798275933005
PCDHA1	-0.63	0.431798275933005
MYO5B	-0.63	0.431798275933005
MYADM	-0.63	9.04095860767891
MRE11A	-0.63	7
MPP6	-0.63	0.853871964321762
MOB1A	-0.63	6.67778070526608
MMP17	-0.63	0.431798275933005
MIR6818	-0.63	0.481486060122113
MIR4657	-0.63	0.920818753952375
MIR328	-0.63	0.468521082957745
MCM8-AS1	-0.63	0.431798275933005
MAT2B	-0.63	4.30102999566398
MALAT1	-0.63	1.3767507096021
LRRIQ3	-0.63	0.431798275933005
LOC643802	-0.63	0.443697499232713
LOC107986170	-0.63	0
LOC107986086	-0.63	0.602059991327962
LOC107985657	-0.63	0.494850021680094
LOC107985392	-0.63	0.698970004336019
LOC105375424	-0.63	2.06048074738138
LOC105374985	-0.63	0.481486060122113
LOC105374152	-0.63	0
LOC105373208	-0.63	0.455931955649724
LOC105372639	-0.63	0.443697499232713
LOC105371087	-0.63	0
LOC105370910	-0.63	0.537602002101044
LOC102724843	-0.63	0.744727494896694
LOC102724219	-0.63	0.522878745280338
LOC100130370	-0.63	0.721246399047171
LINC01590	-0.63	0.494850021680094
LINC00996	-0.63	0.481486060122113
KLLN	-0.63	0.769551078621726
KIAA1958	-0.63	2.16749108729376
IL6ST	-0.63	7.20760831050174
GANC	-0.63	2.17392519729917
FSCN1	-0.63	1
FBXO30	-0.63	3.34678748622466
FBXL4	-0.63	2.95860731484177
ERCC6L	-0.63	1.58502665202918
EIF1AX	-0.63	1.85387196432176
CSNK1G2-AS1	-0.63	0.443697499232713
CNTNAP1	-0.63	0.537602002101044
CCDC88B	-0.63	1.38721614328026
CARD8	-0.63	3.74472749489669
CALCR	-0.63	0.431798275933005
BUB1	-0.63	5.20065945054642
ARFIP1	-0.63	1.95860731484177
APOOL	-0.63	3.06048074738138
AMD1	-0.63	3.03151705144606
ZRANB3	-0.64	1.82390874094432
ZBED5	-0.64	2.53760200210104
YPEL3	-0.64	0.552841968657781
USP24	-0.64	4.32790214206428
UAP1	-0.64	5.53760200210104
TTYH1	-0.64	0.443697499232713
TRMT13	-0.64	2.2518119729938
TPM1	-0.64	2.17392519729917
TFAM	-0.64	2.2839966563652
TDH	-0.64	0
TBC1D15	-0.64	3.72124639904717
SYT9	-0.64	0.443697499232713
SPNS2	-0.64	5.63827216398241
SLC25A45	-0.64	1.95860731484177
SLC22A13	-0.64	0.481486060122113
SHOC2	-0.64	4.88605664769316
RSL24D1	-0.64	5.21467016498923
RND1	-0.64	0.455931955649724
PCDHA12	-0.64	0.443697499232713
OSTC	-0.64	3.20760831050175
NXT2	-0.64	1.15490195998574
NUDT4P2	-0.64	3.79588001734407
MIR611	-0.64	1.60205999132796
MIR3610	-0.64	0.920818753952375
MEGF6	-0.64	0.455931955649724
MAN1B1-AS1	-0.64	1.00436480540245
LOC107986404	-0.64	0.958607314841775
LOC107986077	-0.64	0.443697499232713
LOC107985083	-0.64	0.443697499232713
LOC107984806	-0.64	0
LOC107984489	-0.64	0.455931955649724
LOC105377359	-0.64	0.744727494896694
LOC105376244	-0.64	0.494850021680094
LOC105375921	-0.64	0.443697499232713
LOC105374187	-0.64	0.585026652029182
LOC105371260	-0.64	2.22914798835786
LOC101927935	-0.64	0.468521082957745
LOC100507424	-0.64	2.10237290870956
LOC100506076	-0.64	0.853871964321762
LINC01355	-0.64	0.657577319177794
LINC00167	-0.64	0.638272163982407
KCTD3	-0.64	5.88605664769316
KBTBD8	-0.64	5.76955107862173
HIST1H2AI	-0.64	0.443697499232713
GPA33	-0.64	0.619788758288394
GLTSCR2	-0.64	2.44369749923271
FITM1	-0.64	0.443697499232713
FBXO5	-0.64	4.67778070526608
EVC	-0.64	0.494850021680094
EMP1	-0.64	2.53760200210104
DIRC2	-0.64	0.920818753952375
COMMD8	-0.64	3.34678748622466
CLDN4	-0.64	0.602059991327962
CHIC2	-0.64	1.26760624017703
CEP295NL	-0.64	0.481486060122113
CD160	-0.64	0.443697499232713
CCDC125	-0.64	1.48148606012211
CCDC122	-0.64	0.744727494896694
BIVM	-0.64	4.34678748622466
ATP11C	-0.64	5.44369749923271
ATP11A-AS1	-0.64	0.443697499232713
ASPHD2	-0.64	3.15490195998574
ALDH1A3	-0.64	1.95860731484177
ADGRE3	-0.64	0.958607314841775
ACTG1P20	-0.64	0.886056647693163
AASDHPPT	-0.64	4.60205999132796
ZNF808	-0.65	3.26760624017703
ZNF807	-0.65	0.455931955649724
ZNF326	-0.65	4.03151705144606
YTHDF3	-0.65	6.18045606445813
UQCRBP1	-0.65	2.48148606012211
UNC119B	-0.65	5.74472749489669
UBE2E1-AS1	-0.65	0.455931955649724
TRIM33	-0.65	4.49485002168009
TMEM265	-0.65	1.18708664335714
TLR7	-0.65	8.61978875828839
TIGD7	-0.65	1.16115090926274
TGIF2	-0.65	4.32790214206428
TGFBR1	-0.65	1.30980391997149
SULF2	-0.65	1.18708664335714
SNORA78	-0.65	0.443697499232713
SNORA22	-0.65	0.481486060122113
SLC37A3	-0.65	0.455931955649724
S1PR5	-0.65	0.455931955649724
RGS10	-0.65	4.18045606445813
RFK	-0.65	2.20065945054642
PXDNL	-0.65	0.468521082957745
PPM1A	-0.65	3.08092190762393
PMAIP1	-0.65	1.04575749056068
PLCH2	-0.65	0.958607314841775
PGM2L1	-0.65	3.2518119729938
PCDHA3	-0.65	0.455931955649724
PAPD5	-0.65	3.2839966563652
NUDT4P1	-0.65	2.85387196432176
NTRK3	-0.65	0.568636235841013
MURC	-0.65	0.494850021680094
MSL2	-0.65	4.22184874961636
MIR642A	-0.65	0.455931955649724
MAPK8IP2	-0.65	0.886056647693163
LRFN4	-0.65	1.30980391997149
LOC107985783	-0.65	0.443697499232713
LOC107985573	-0.65	0.508638306165727
LOC105378513	-0.65	1
LOC105376912	-0.65	0.494850021680094
LOC105374716	-0.65	0
LOC105372457	-0.65	0.585026652029182
LOC105372310	-0.65	0.537602002101044
LOC105371982	-0.65	0.455931955649724
LOC105369952	-0.65	1.08618614761628
LOC102724615	-0.65	0.455931955649724
LOC101929340	-0.65	0.481486060122113
LOC101927974	-0.65	1.46852108295774
LOC101927687	-0.65	0.455931955649724
LOC101927445	-0.65	0.455931955649724
LINC00674	-0.65	9.65757731917779
KIAA0922	-0.65	5.07572071393812
KIAA0040	-0.65	2.30102999566398
IMPAD1	-0.65	3.85387196432176
HLA-DQB1	-0.65	2.09691001300806
GAPT	-0.65	1.05060999335509
FOXK1	-0.65	2.10237290870956
FLVCR1-AS1	-0.65	0.508638306165727
FANCM	-0.65	2.48148606012211
ENC1	-0.65	0.619788758288394
CPEB2	-0.65	0.958607314841775
CD47	-0.65	0.769551078621726
C4orf46	-0.65	1.76955107862173
C4orf3	-0.65	2.60205999132796
C2orf74	-0.65	0.638272163982407
BIRC2	-0.65	2.07572071393812
BACH1	-0.65	12.8538719643218
ATP13A3	-0.65	3.11918640771921
ARPC5	-0.65	6.42021640338319
ARHGEF34P	-0.65	0.443697499232713
ZFHX3	-0.66	3.38721614328026
XIAP	-0.66	5.72124639904717
VASH1	-0.66	4.69897000433602
TMCC3	-0.66	1.07058107428571
SPTB	-0.66	0.568636235841013
SLC45A1	-0.66	0.508638306165727
SLC1A5	-0.66	2.44369749923271
SH3BP5-AS1	-0.66	0.481486060122113
SEC61G	-0.66	1.85387196432176
RUNX1	-0.66	1.03621217265444
RORA-AS1	-0.66	0.508638306165727
RIF1	-0.66	3.11918640771921
RHBDL1	-0.66	0.468521082957745
RBM12B	-0.66	2.07058107428571
RARRES3	-0.66	0.585026652029182
RANBP6	-0.66	3.22914798835786
PRPH2	-0.66	0.468521082957745
PROS1	-0.66	0.698970004336019
PLPP6	-0.66	1
PHOSPHO2-KLHL23	-0.66	1.24412514432751
PHIP	-0.66	2.74472749489669
P2RX7	-0.66	10.5228787452803
OVOS2	-0.66	0.455931955649724
ORC2	-0.66	8
MFSD6	-0.66	0.920818753952375
MEX3C	-0.66	3.38721614328026
MANEA-AS1	-0.66	0.508638306165727
LOC729867	-0.66	2.07572071393812
LOC107987221	-0.66	0.468521082957745
LOC107985923	-0.66	0.537602002101044
LOC107985066	-0.66	0.494850021680094
LOC107984635	-0.66	0
LOC105376777	-0.66	0
LOC105376426	-0.66	0.468521082957745
LOC105375713	-0.66	0.481486060122113
LOC105373170	-0.66	0.455931955649724
LOC105372345	-0.66	0.522878745280338
LOC105371723	-0.66	0.468521082957745
LOC105371423	-0.66	1.39794000867204
LOC105369225	-0.66	0.638272163982407
LOC101927989	-0.66	0.468521082957745
LOC101927250	-0.66	0
LOC100506603	-0.66	6.42021640338319
LOC100289511	-0.66	2.44369749923271
LINC01119	-0.66	0.468521082957745
LINC00482	-0.66	0.455931955649724
HOMER1	-0.66	2.63827216398241
HECW2	-0.66	1.04095860767891
GRPEL2	-0.66	2.30980391997149
GPSM2	-0.66	10.3467874862247
GOLGA8O	-0.66	1.03151705144606
FPGT	-0.66	1.88605664769316
FOXO3	-0.66	4.69897000433602
FAM72A	-0.66	5.92081875395237
FAM46B	-0.66	0.721246399047171
DLEU1	-0.66	0.853871964321762
DENR	-0.66	6.67778070526608
CRYBG3	-0.66	4.30980391997149
CLEC3B	-0.66	1.95860731484177
CEP128	-0.66	3.49485002168009
CEBPA	-0.66	3.53760200210104
CAV1	-0.66	0
C7orf13	-0.66	0.619788758288394
C14orf28	-0.66	2.10237290870956
BNIP2	-0.66	8.34678748622465
BMPR1A	-0.66	5.92081875395237
BFSP1	-0.66	0.508638306165727
BAHCC1	-0.66	0.494850021680094
ATF2	-0.66	5.65757731917779
ATE1-AS1	-0.66	0.494850021680094
ZNF451	-0.67	5.61978875828839
ZNF260	-0.67	4.69897000433602
ZNF24	-0.67	7.61978875828839
ZNF233	-0.67	0.853871964321762
ULBP3	-0.67	0
TRIM62	-0.67	1.17392519729917
TMTC4	-0.67	0.853871964321762
TMPO	-0.67	11.7212463990472
TMOD2	-0.67	1.45593195564972
TFEC	-0.67	6.09151498112135
SYNPO	-0.67	0.537602002101044
SYNC	-0.67	5.46852108295774
SNORD77	-0.67	0.494850021680094
SNORD35A	-0.67	0.958607314841775
SNORA20	-0.67	0.468521082957745
SMARCC1	-0.67	16.1938200260161
SLC51A	-0.67	0.677780705266081
SLC25A29	-0.67	3.39794000867204
RPE	-0.67	6.10237290870956
RNF17	-0.67	0.537602002101044
RAD9B	-0.67	3.13667713987954
PUM2	-0.67	8.36653154442041
PTGDR2	-0.67	0.481486060122113
POMK	-0.67	2.61978875828839
PNRC2	-0.67	7.95860731484177
PJA2	-0.67	3.45593195564972
PAQR3	-0.67	3.02227639471115
NT5DC3	-0.67	0.920818753952375
NPHP3-AS1	-0.67	0.494850021680094
NFYC-AS1	-0.67	3.85387196432176
MSL3P1	-0.67	0.744727494896694
MMP25	-0.67	0.638272163982407
MID2	-0.67	0.494850021680094
MANEA	-0.67	7.43179827593301
LYSMD1	-0.67	1.61978875828839
LOC107986702	-0.67	0
LOC107986364	-0.67	0
LOC107986167	-0.67	0.522878745280338
LOC107984938	-0.67	0.744727494896694
LOC107984539	-0.67	0.481486060122113
LOC105374773	-0.67	0.638272163982407
LOC105372776	-0.67	0.638272163982407
LOC105274304	-0.67	0.522878745280338
LOC101930071	-0.67	1.46852108295774
LOC100131289	-0.67	0.468521082957745
KIAA0895	-0.67	1.0087739243075
KIAA0754	-0.67	1.67778070526608
HNRNPA2B1	-0.67	2.30980391997149
HJURP	-0.67	7.82390874094432
HHLA2	-0.67	0
GUCY1A3	-0.67	0.481486060122113
GFPT1	-0.67	3.69897000433602
FOXM1	-0.67	1.79588001734408
FBXO40	-0.67	0.494850021680094
DUSP16	-0.67	0.677780705266081
DLEU2	-0.67	1.53760200210104
DGKA	-0.67	8.67778070526608
DDX6	-0.67	7.39794000867204
DCK	-0.67	3.92081875395237
CCR3	-0.67	0.481486060122113
BLOC1S6	-0.67	7.46852108295774
BCL2L11	-0.67	0.698970004336019
BBOF1	-0.67	2.3767507096021
B3GNT2	-0.67	7.76955107862173
AUH	-0.67	5.35654732351381
ASS1	-0.67	1
ARID3C	-0.67	0.468521082957745
APH1B	-0.67	1.56863623584101
ACOT12	-0.67	0.481486060122113
ZNF699	-0.68	3.56863623584101
TMED5	-0.68	10.568636235841
TBX19	-0.68	1.33724216831843
SNORD116-21	-0.68	0.508638306165727
SLC25A40	-0.68	4.82390874094432
SKA3	-0.68	1.2518119729938
SCN5A	-0.68	0.494850021680094
RDH16	-0.68	0.508638306165727
RB1	-0.68	3.88605664769316
RASGRP2	-0.68	0.958607314841775
RAB3B	-0.68	0.522878745280338
PRPF38B	-0.68	4.88605664769316
PNRC1	-0.68	1.16749108729376
PLK4	-0.68	2.16749108729376
PLCD4	-0.68	1
PAPPA	-0.68	0.522878745280338
NDUFA5	-0.68	3.38721614328026
MTX3	-0.68	2.03151705144606
MSX2	-0.68	0.568636235841013
MIR6869	-0.68	1.0268721464003
MARCH7	-0.68	3.25963731050576
MAFA	-0.68	0.522878745280338
LOC107986117	-0.68	0.744727494896694
LOC107985443	-0.68	0.481486060122113
LOC107985228	-0.68	0.508638306165727
LOC107984457	-0.68	0.568636235841013
LOC105378825	-0.68	0.494850021680094
LOC105378620	-0.68	1.56863623584101
LOC105374174	-0.68	0.494850021680094
LOC105371131	-0.68	0.744727494896694
LOC105369199	-0.68	0.494850021680094
LOC100127955	-0.68	0.552841968657781
LMTK2	-0.68	2.52287874528034
LHFPL4	-0.68	0.494850021680094
LEMD3	-0.68	3.49485002168009
KIAA0101	-0.68	1.34678748622466
HOMER2	-0.68	0.619788758288394
GSKIP	-0.68	5.4089353929735
GPC2	-0.68	2.21467016498923
FRMD8P1	-0.68	0.481486060122113
FBXO45	-0.68	2.56863623584101
ETV4	-0.68	0.619788758288394
EIF4B	-0.68	7.09151498112135
E2F5	-0.68	0.886056647693163
DR1	-0.68	3.25963731050576
CTC-436P18.1	-0.68	3.20760831050175
CSRP2	-0.68	0.494850021680094
CLHC1	-0.68	1.46852108295774
CDC25B	-0.68	10.5850266520292
CAMSAP2	-0.68	6.61978875828839
AXIN2	-0.68	0.481486060122113
ANKRD36B	-0.68	3.50863830616573
ALDH2	-0.68	2.14874165128092
ZNF443	-0.69	1.82390874094432
ZDHHC20	-0.69	6.52287874528034
YIPF4	-0.69	2.92081875395237
XYLT1	-0.69	4.88605664769316
UBXN7	-0.69	3.17392519729917
TTC33	-0.69	8.08618614761628
TSPYL1	-0.69	2.44369749923271
TPRKB	-0.69	5.88605664769316
TLK1	-0.69	6.92081875395237
SSBP3-AS1	-0.69	0.886056647693163
SRSF11	-0.69	3.60205999132796
SNRK-AS1	-0.69	2.82390874094432
SMNDC1	-0.69	5.30102999566398
SLFN13	-0.69	2.56863623584101
SH3BGRL	-0.69	5.92081875395237
SGPP1	-0.69	5.4089353929735
SFT2D2	-0.69	1.30980391997149
SENP6	-0.69	8.44369749923271
RYBP	-0.69	4.95860731484177
PIH1D1	-0.69	0.795880017344075
PCDH1	-0.69	0.522878745280338
NUS1	-0.69	3.33724216831843
NT5DC4	-0.69	1.21467016498923
NHLH1	-0.69	0.508638306165727
MIR941-1	-0.69	0
MGAT4A	-0.69	10.3565473235138
LOC146880	-0.69	2.61978875828839
LOC107986856	-0.69	0.494850021680094
LOC107985290	-0.69	1.431798275933
LOC107985164	-0.69	0.537602002101044
LOC107984006	-0.69	0.494850021680094
LOC105378969	-0.69	0.494850021680094
LOC105371893	-0.69	1.431798275933
LOC105369535	-0.69	0.585026652029182
LOC103611081	-0.69	0.823908740944319
LOC101929099	-0.69	1.88605664769316
LOC101927795	-0.69	1.85387196432176
LANCL1	-0.69	10
LAMB1	-0.69	0.508638306165727
KIF18B	-0.69	3.38721614328026
KCNJ5	-0.69	0.602059991327962
ICK	-0.69	1.92081875395238
GSN-AS1	-0.69	1.431798275933
GRID2IP	-0.69	0.537602002101044
GRAMD1B	-0.69	1.11918640771921
GPR162	-0.69	0.638272163982407
GGTLC1	-0.69	0
GARNL3	-0.69	1.19382002601611
FHOD3	-0.69	0.958607314841775
DMPK	-0.69	3.14266750356873
CLEC7A	-0.69	10.568636235841
CEP97	-0.69	5.56863623584101
CCDC186	-0.69	2.61978875828839
CCDC114	-0.69	0.494850021680094
CBLL1	-0.69	11.1611509092627
C10orf91	-0.69	0.508638306165727
AURKAPS1	-0.69	0.522878745280338
ACER3	-0.69	1.36653154442041
ZSCAN16	-0.70	3.38721614328026
ZMYM5	-0.70	2.45593195564972
ZEB1	-0.70	5.23657200643706
TBC1D3B	-0.70	0.537602002101044
STRN	-0.70	8.07572071393812
SPEF2	-0.70	0.744727494896694
SNORA3A	-0.70	0.769551078621726
SLC4A4	-0.70	0
SLC26A5	-0.70	0.823908740944319
SLC25A46	-0.70	4.08618614761628
RCOR3	-0.70	2.23657200643706
RACGAP1P	-0.70	0.508638306165727
RAB8B	-0.70	5.67778070526608
PRR11	-0.70	7.63827216398241
PHC3	-0.70	2.65757731917779
OR2A20P	-0.70	0.552841968657781
OPRL1	-0.70	3.15490195998574
OCIAD2	-0.70	5.27572413039921
NTF4	-0.70	0.508638306165727
NID2	-0.70	0.744727494896694
MIR7847	-0.70	2.09151498112135
MIR3682	-0.70	0
LRRC58	-0.70	2.32790214206428
LOC107984631	-0.70	0.677780705266081
LOC107984275	-0.70	0.568636235841013
LOC105369728	-0.70	0.920818753952375
LOC100286986	-0.70	0.537602002101044
KNDC1	-0.70	0.677780705266081
KLF6	-0.70	3.76955107862173
JMJD1C	-0.70	8.19382002601611
IGBP1	-0.70	8.67778070526608
HAAO	-0.70	0.638272163982407
GOLPH3L	-0.70	3.82390874094432
FMR1	-0.70	2.23657200643706
FAM60A	-0.70	2.49485002168009
FAM133B	-0.70	3.79588001734407
FAM126A	-0.70	1.18045606445813
DGCR9	-0.70	0.522878745280338
CYP4V2	-0.70	1.27572413039921
CIT	-0.70	6.18045606445813
CDCA7L	-0.70	0.657577319177794
CCNC	-0.70	6.88605664769316
